cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
BRCA	cis	1	rs1000083	chr5:96533469	ERAP2	chr5:96211644-96255398:+	-0.28	-4.05	5.6E-5	Cisplatin-induced ototoxicity	
BRCA	cis	1	rs10983700	chr9:100537455	NCBP1	chr9:100395705-100436027:+	-0.14	-4.31	1.82E-5	Thyroid cancer (Papillary, radiation-related);Thyroid cancer	
BRCA	cis	1	rs10983700	chr9:100537455	TRIM14	chr9:100831569-100881488:-	-0.13	-3.6	0.000327	Thyroid cancer (Papillary, radiation-related);Thyroid cancer	
BRCA	cis	1	rs10983700	chr9:100537455	TSTD2	chr9:100362364-100395962:-	-0.12	-4.44	9.77E-6	Thyroid cancer (Papillary, radiation-related);Thyroid cancer	
BRCA	cis	1	rs10983701	chr9:100537577	CORO2A	chr9:100883258-100954956:-	-0.13	-3.78	0.000167	Thyroid cancer (Papillary, radiation-related);Thyroid cancer	
BRCA	cis	1	rs10983701	chr9:100537577	NCBP1	chr9:100395705-100436027:+	-0.14	-4.52	6.9E-6	Thyroid cancer (Papillary, radiation-related);Thyroid cancer	
BRCA	cis	1	rs10983701	chr9:100537577	TRIM14	chr9:100831569-100881488:-	-0.14	-3.71	0.000215	Thyroid cancer (Papillary, radiation-related);Thyroid cancer	
BRCA	cis	1	rs10983701	chr9:100537577	TSTD2	chr9:100362364-100395962:-	-0.13	-4.67	3.44E-6	Thyroid cancer (Papillary, radiation-related);Thyroid cancer	
BRCA	cis	1	rs10983701	chr9:100537577	XPA	chr9:100437192-100459691:-	-0.11	-3.38	0.000739	Thyroid cancer (Papillary, radiation-related);Thyroid cancer	
BRCA	cis	1	rs10983761	chr9:100553957	NCBP1	chr9:100395705-100436027:+	-0.11	-3.43	0.000636	Thyroid cancer (Papillary, radiation-related);Thyroid cancer	
BRCA	cis	1	rs10983761	chr9:100553957	TSTD2	chr9:100362364-100395962:-	-0.1	-3.55	0.000404	Thyroid cancer (Papillary, radiation-related);Thyroid cancer	
BRCA	cis	1	rs10984361	chr9:100681490	C9orf156	chr9:100666772-100684852:-	-0.17	-4.82	1.68E-6	Quantitative traits	
BRCA	cis	1	rs10984506	chr9:100716140	C9orf156	chr9:100666772-100684852:-	-0.15	-4.09	4.7E-5	Quantitative traits	
BRCA	cis	1	rs10988214	chr9:131883752	NUP188	chr9:131703724-131769374:+	-0.12	-3.47	0.000542	Blood metabolite ratios	
BRCA	cis	1	rs10988214	chr9:131883752	SH3GLB2	chr9:131770314-131790579:-	-0.13	-4.86	1.35E-6	Blood metabolite ratios	
BRCA	cis	1	rs10988223	chr9:131903021	SH3GLB2	chr9:131770314-131790579:-	-0.11	-4.09	4.69E-5	Blood metabolite ratios	
BRCA	cis	1	rs10991437	chr9:107735920	TMEM38B	chr9:108456825-108537444:+	0.24	4.07	5.12E-5	Waist-to-hip ratio adjusted for body mass index	
BRCA	cis	1	rs11020847	chr11:94323912	FUT4	chr11:94277017-94283062:+	0.11	3.5	0.000481	Attention deficit hyperactivity disorder symptoms (interaction)	
BRCA	cis	1	rs11020847	chr11:94323912	MRE11A	chr11:94150469-94227040:-	0.14	4.12	4.16E-5	Attention deficit hyperactivity disorder symptoms (interaction)	
BRCA	cis	1	rs11024349	chr11:17656148	PIK3C2A	chr11:17099277-17229530:-	0.11	3.52	0.000448	Night sleep phenotypes	
BRCA	cis	1	rs11026412	chr11:22114093	ANO5	chr11:22214722-22304913:+	0.24	5.09	4.15E-7	Parkinson's disease	
BRCA	cis	1	rs11026416	chr11:22125058	ANO5	chr11:22214722-22304913:+	0.27	5.53	4.05E-8	Parkinson's disease	
BRCA	cis	1	rs11029915	chr11:27311468	LGR4	chr11:27387510-27494334:-	0.14	4.13	3.88E-5	Bone mineral density (paediatric, skull)	
BRCA	cis	1	rs11029932	chr11:27328254	LGR4	chr11:27387510-27494334:-	0.14	4.15	3.57E-5	Bone mineral density (paediatric, skull)	
BRCA	cis	1	rs11039255	chr11:47495746	C1QTNF4	chr11:47611216-47615961:-	-0.11	-3.51	0.000461	Subjective well-being	
BRCA	cis	1	rs11039255	chr11:47495746	MADD	chr11:47290927-47351582:+	0.13	4.25	2.37E-5	Subjective well-being	
BRCA	cis	1	rs11039255	chr11:47495746	MYBPC3	chr11:47352958-47374253:-	-0.15	-4.53	6.45E-6	Subjective well-being	
BRCA	cis	1	rs11039390	chr11:47796295	MADD	chr11:47290927-47351582:+	0.15	4.51	7.28E-6	Subjective well-being	
BRCA	cis	1	rs11039390	chr11:47796295	MYBPC3	chr11:47352958-47374253:-	-0.14	-4.29	1.98E-5	Subjective well-being	
BRCA	cis	1	rs11039412	chr11:47841581	MADD	chr11:47290927-47351582:+	0.15	4.5	7.53E-6	Subjective well-being	
BRCA	cis	1	rs11039412	chr11:47841581	MYBPC3	chr11:47352958-47374253:-	-0.14	-4.11	4.28E-5	Subjective well-being	
BRCA	cis	1	rs11039426	chr11:47863119	MADD	chr11:47290927-47351582:+	0.15	4.51	7.22E-6	Subjective well-being	
BRCA	cis	1	rs11039426	chr11:47863119	MYBPC3	chr11:47352958-47374253:-	-0.14	-4.13	3.93E-5	Subjective well-being	
BRCA	cis	1	rs11039787	chr11:5965611	UBQLNL	chr11:5535624-5537956:-	0.15	3.4	0.000692	DNA methylation (variation)	
BRCA	cis	1	rs11040899	chr11:6520015	DNHD1	chr11:6518526-6593252:+	-0.11	-3.38	0.000738	DNA methylation (variation)	
BRCA	cis	1	rs11040899	chr11:6520015	TPP1	chr11:6633997-6640692:-	-0.11	-3.42	0.00065	DNA methylation (variation)	
BRCA	cis	1	rs11048457	chr12:26463174	BHLHE41	chr12:26272961-26278003:-	-0.13	-3.76	0.000178	Waist-hip ratio;Renal cell carcinoma	
BRCA	cis	1	rs11048457	chr12:26463174	SSPN	chr12:26348269-26405853:+	-0.11	-3.59	0.000344	Waist-hip ratio;Renal cell carcinoma	
BRCA	cis	1	rs11049516	chr12:28452582	CCDC91	chr12:28332210-28703098:+	0.16	4.06	5.17E-5	Height	
BRCA	cis	1	rs11049532	chr12:28476912	CCDC91	chr12:28332210-28703098:+	0.16	4.15	3.64E-5	Height	
BRCA	cis	1	rs11051970	chr12:32537488	FGD4	chr12:32638906-32798982:+	-0.33	-10.19	2.44E-23	Response to tocilizumab in rheumatoid arthritis	
BRCA	cis	1	rs11057394	chr12:124407676	DNAH10	chr12:124247042-124420265:+	0.25	6.43	1.87E-10	Waist-to-hip ratio adjusted for body mass index	
BRCA	cis	1	rs11057654	chr12:122608636	LRRC43	chr12:122652266-122688017:+	-0.17	-4.78	2.03E-6	Urate levels	
BRCA	cis	1	rs11057905	chr12:122609131	LRRC43	chr12:122652266-122688017:+	-0.18	-4.9	1.09E-6	Urate levels	
BRCA	cis	1	rs11059094	chr12:122606837	LRRC43	chr12:122652266-122688017:+	-0.17	-4.74	2.47E-6	Urate levels	
BRCA	cis	1	rs11061602	chr12:122615964	LRRC43	chr12:122652266-122688017:+	0.16	4.52	6.77E-6	Urate levels	
BRCA	cis	1	rs1106287	chr1:113242122	ST7L	chr1:113066142-113162405:-	0.59	13.24	3.65E-37	Diastolic blood pressure;Blood pressure	
BRCA	cis	1	rs11064210	chr12:6576721	TAPBPL	chr12:6561177-6575601:+	-0.16	-3.81	0.000149	Hip geometry	
BRCA	cis	1	rs11064218	chr12:6586261	TAPBPL	chr12:6561177-6575601:+	-0.15	-3.61	0.00032	Hip geometry	
BRCA	cis	1	rs11064881	chr12:120146925	PRKAB1	chr12:120105757-120119428:+	-0.56	-8.67	1.61E-17	Ulcerative colitis;Inflammatory bowel disease	
BRCA	cis	1	rs1106565	chr10:102211613	SEC31B	chr10:102246403-102289636:-	-0.27	-10.18	2.74E-23	Palmitoleic acid (16:1n-7) plasma levels	
BRCA	cis	1	rs11067231	chr12:109993603	MMAB	chr12:109991523-110011358:-	-0.12	-3.71	0.000222	HDL cholesterol	
BRCA	cis	1	rs11067231	chr12:109993603	MYO1H	chr12:109826524-109886176:+	0.25	7.66	4.17E-14	HDL cholesterol	
BRCA	cis	1	rs11070798	chr15:50883263	SPPL2A	chr15:50999739-51057910:-	0.14	5.21	2.22E-7	QT interval	
BRCA	cis	1	rs11072603	chr15:76881138	SCAPER	chr15:76640529-77197744:-	-0.19	-6.77	2.16E-11	Blood metabolite levels	
BRCA	cis	1	rs11072804	chr15:79078486	CTSH	chr15:79214092-79237420:-	0.17	4.84	1.48E-6	Post bronchodilator FEV1/FVC ratio	
BRCA	cis	1	rs11072805	chr15:79078518	CTSH	chr15:79214092-79237420:-	0.17	4.82	1.61E-6	Post bronchodilator FEV1/FVC ratio	
BRCA	cis	1	rs11080357	chr17:33898933	SLFN12L	chr17:33801926-33864880:-	0.08	4.78	2.0E-6	Response to radiotherapy in cancer (late toxicity)	
BRCA	cis	1	rs11083475	chr19:39188112	LGALS7	chr19:39261608-39264157:-	-0.19	-6.06	1.92E-9	Heart rate	
BRCA	cis	1	rs1108431	chr16:31054607	HSD3B7	chr16:30996519-31000473:+	0.2	6.09	1.59E-9	Response to metformin (IC50)	
BRCA	cis	1	rs1108431	chr16:31054607	MYST1	chr16:31128985-31142713:+	0.18	6.67	4.12E-11	Response to metformin (IC50)	
BRCA	cis	1	rs1108431	chr16:31054607	PRSS53	chr16:31094747-31106276:-	-0.09	-3.42	0.000653	Response to metformin (IC50)	
BRCA	cis	1	rs1108431	chr16:31054607	ZNF689	chr16:30614701-30621682:-	0.13	3.93	8.95E-5	Response to metformin (IC50)	
BRCA	cis	1	rs11084785	chr19:35282054	ZNF181	chr19:35225151-35233774:+	-0.19	-6.49	1.32E-10	Urate levels (BMI interaction)	
BRCA	cis	1	rs11084786	chr19:35282181	ZNF181	chr19:35225151-35233774:+	-0.2	-6.57	7.86E-11	Urate levels (BMI interaction)	
BRCA	cis	1	rs11086102	chr19:18398628	JUND	chr19:18390563-18392432:-	-0.12	-3.73	0.000202	Waist-to-hip ratio adjusted for body mass index	
BRCA	cis	1	rs11086102	chr19:18398628	KIAA1683	chr19:18367906-18385319:-	-0.17	-5.04	5.52E-7	Waist-to-hip ratio adjusted for body mass index	
BRCA	cis	1	rs11087520	chr20:25436827	FAM182A	chr20:26035250-26067552:+	-0.23	-6.01	2.49E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs11087520	chr20:25436827	FAM182B	chr20:25744102-25848786:-	0.23	6.08	1.65E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs11087520	chr20:25436827	PYGB	chr20:25228706-25278647:+	-0.13	-3.5	0.000481	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs11087521	chr20:25440648	FAM182A	chr20:26035250-26067552:+	-0.25	-6.47	1.52E-10	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs11087521	chr20:25440648	FAM182B	chr20:25744102-25848786:-	0.23	5.75	1.17E-8	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs11088226	chr21:33925531	TCP10L	chr21:33947152-33957845:-	-0.28	-5.85	6.61E-9	Gastritis	
BRCA	cis	1	rs1109227	chr3:48479207	TREX1	chr3:48501186-48509043:+	-0.29	-10.82	5.75E-26	Longevity	
BRCA	cis	1	rs1109501	chr4:71329490	AMTN	chr4:71384298-71398459:+	0.26	7.61	5.79E-14	Alcoholism (heaviness of drinking)	
BRCA	cis	1	rs11096982	chr4:39134867	KLHL5	chr4:39046659-39123828:+	-0.14	-4.51	7.36E-6	Uric acid levels	
BRCA	cis	1	rs11097912	chr4:107000462	TBCK	chr4:106967233-107237861:-	0.23	7.27	7.08E-13	Airflow obstruction	
BRCA	cis	1	rs1110042	chr1:113236534	ST7L	chr1:113066142-113162405:-	0.58	12.99	6.52E-36	Diastolic blood pressure;Blood pressure	
BRCA	cis	1	rs11100	chr20:25281184	FAM182A	chr20:26035250-26067552:+	-0.2	-5.4	8.27E-8	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs11100	chr20:25281184	FAM182B	chr20:25744102-25848786:-	0.23	5.94	3.95E-9	Liver enzyme levels (alkaline phosphatase)	
BRCA	cis	1	rs11101721	chr10:135190358	PAOX	chr10:135192741-135205197:+	-0.2	-3.6	0.00033	Lifespan	
BRCA	cis	1	rs1110183	chr9:38456365	EXOSC3	chr9:37779949-37785067:-	0.18	4.12	4.13E-5	Hypertension	
BRCA	cis	1	rs1110183	chr9:38456365	TOMM5	chr9:37582646-37592636:-	0.12	4.14	3.82E-5	Hypertension	
BRCA	cis	1	rs11110901	chr12:102030113	CHPT1	chr12:102091417-102123424:+	-0.23	-3.6	0.000333	Lung function (FEV1)	
BRCA	cis	1	rs11113118	chr12:107199142	C12orf23	chr12:107349544-107367811:+	-0.17	-4.38	1.33E-5	Social autistic-like traits	
BRCA	cis	1	rs11113118	chr12:107199142	MTERFD3	chr12:107371069-107380929:-	-0.14	-4.09	4.55E-5	Social autistic-like traits	
BRCA	cis	1	rs11115047	chr12:82232773	PPFIA2	chr12:81652880-82153109:-	0.14	3.48	0.000522	Resting heart rate	
BRCA	cis	1	rs11121201	chr1:8632791	RERE	chr1:8412466-8877699:-	0.11	3.53	0.00044	Vitiligo	
BRCA	cis	1	rs1112137	chr1:247215375	ZNF670	chr1:247200087-247242069:-	-0.25	-6.98	5.08E-12	Response to taxane treatment (docetaxel)	
BRCA	cis	1	rs11121533	chr1:10292888	PGD	chr1:10459085-10480200:+	0.19	5.55	3.59E-8	Hepatocellular carcinoma	
BRCA	cis	1	rs11121552	chr1:10435324	PGD	chr1:10459085-10480200:+	0.23	6.34	3.31E-10	Hepatocellular carcinoma	
BRCA	cis	1	rs11123170	chr2:113978940	LOC654433	chr2:113993107-114024579:+	-0.79	-21.3	3.7E-84	Renal function-related traits (BUN)	
BRCA	cis	1	rs11123170	chr2:113978940	PAX8	chr2:113973575-114036498:-	-0.66	-16.85	1.08E-56	Renal function-related traits (BUN)	
BRCA	cis	1	rs111237243	chr14:59991030	C14orf149	chr14:59939406-59951126:-	-0.26	-3.8	0.000153	Schizophrenia	
BRCA	cis	1	rs111237243	chr14:59991030	JKAMP	chr14:59951161-59972080:+	0.32	5.6	2.76E-8	Schizophrenia	
BRCA	cis	1	rs111237645	chr10:96462701	C10orf129	chr10:96953957-96988685:+	0.33	5.44	6.55E-8	Blood metabolite levels	
BRCA	cis	1	rs11124575	chr2:37500435	CEBPZ	chr2:37428778-37458740:-	-0.17	-5.21	2.33E-7	Chronic lymphocytic leukemia	
BRCA	cis	1	rs111252524	chr2:203199188	NOP58	chr2:203130515-203168382:+	0.15	3.41	0.000665	Urate levels	
BRCA	cis	1	rs11125529	chr2:54475866	C2orf73	chr2:54558071-54588714:+	-0.17	-4.27	2.15E-5	Telomere length	
BRCA	cis	1	rs11125949	chr2:63357876	C2orf86	chr2:63348537-63815851:-	-0.22	-5.4	8.32E-8	Subjective well-being	
BRCA	cis	1	rs11126251	chr2:70163434	ANXA4	chr2:69969127-70053594:+	-0.15	-4.45	9.48E-6	Carotid plaque burden (smoking interaction)	
BRCA	cis	1	rs11127071	chr2:27838058	KRTCAP3	chr2:27665263-27667163:+	-0.13	-4.1	4.45E-5	Oral cavity cancer	
BRCA	cis	1	rs11127188	chr2:28972852	TRMT61B	chr2:29072690-29093175:-	-0.25	-6.26	5.49E-10	Body mass index	
BRCA	cis	1	rs111295372	chr2:86283357	LOC90784	chr2:86247339-86250991:-	-0.45	-5.46	6.05E-8	Response to methylphenidate treatment in attention-deficit/hyperactivity disorder (blood pressure)	
BRCA	cis	1	rs11130170	chr3:48449897	TREX1	chr3:48501186-48509043:+	-0.29	-10.92	2.27E-26	Longevity	
BRCA	cis	1	rs11130171	chr3:48462461	TREX1	chr3:48501186-48509043:+	-0.27	-10.1	5.59E-23	Longevity	
BRCA	cis	1	rs11130190	chr3:49402137	AMT	chr3:49454212-49460012:-	0.14	4.69	3.12E-6	Menarche (age at onset)	
BRCA	cis	1	rs11130190	chr3:49402137	CCDC36	chr3:49235861-49295537:+	0.1	3.93	8.91E-5	Menarche (age at onset)	
BRCA	cis	1	rs11130190	chr3:49402137	NCKIPSD	chr3:48711280-48723334:-	0.15	3.89	0.000105	Menarche (age at onset)	
BRCA	cis	1	rs11130190	chr3:49402137	P4HTM	chr3:49027341-49044579:+	0.1	4.29	1.96E-5	Menarche (age at onset)	
BRCA	cis	1	rs11130190	chr3:49402137	WDR6	chr3:49044637-49053386:+	-0.13	-3.89	0.000109	Menarche (age at onset)	
BRCA	cis	1	rs11130213	chr3:49712297	AMT	chr3:49454212-49460012:-	0.11	3.67	0.000256	Crohn's disease;Ulcerative colitis	
BRCA	cis	1	rs11130214	chr3:49735746	CCDC36	chr3:49235861-49295537:+	-0.08	-3.39	0.000712	Resting heart rate	
BRCA	cis	1	rs11130214	chr3:49735746	DALRD3	chr3:49052435-49058467:-	-0.12	-4.19	3.07E-5	Resting heart rate	
BRCA	cis	1	rs11130214	chr3:49735746	P4HTM	chr3:49027341-49044579:+	-0.09	-3.98	7.4E-5	Resting heart rate	
BRCA	cis	1	rs11130216	chr3:49736172	CCDC36	chr3:49235861-49295537:+	0.1	3.77	0.000175	Resting heart rate	
BRCA	cis	1	rs11130216	chr3:49736172	DALRD3	chr3:49052435-49058467:-	0.13	4.42	1.1E-5	Resting heart rate	
BRCA	cis	1	rs11130216	chr3:49736172	P4HTM	chr3:49027341-49044579:+	0.09	3.84	0.00013	Resting heart rate	
BRCA	cis	1	rs11132254	chr4:185611592	CASP3	chr4:185548852-185570629:-	0.15	4.34	1.57E-5	Kawasaki disease	
BRCA	cis	1	rs11132254	chr4:185611592	CCDC111	chr4:185570767-185616112:+	0.16	4.49	7.85E-6	Kawasaki disease	
BRCA	cis	1	rs11132254	chr4:185611592	IRF2	chr4:185308878-185395726:-	0.13	3.7	0.000224	Kawasaki disease	
BRCA	cis	1	rs11132254	chr4:185611592	MLF1IP	chr4:185615220-185655286:-	-0.41	-16.03	5.28E-52	Kawasaki disease	
BRCA	cis	1	rs111485167	chr10:96394254	C10orf129	chr10:96953957-96988685:+	0.34	5.4	8.04E-8	Blood metabolite levels	
BRCA	cis	1	rs111489600	chr14:59993021	C14orf149	chr14:59939406-59951126:-	-0.26	-3.8	0.000153	Schizophrenia	
BRCA	cis	1	rs111489600	chr14:59993021	JKAMP	chr14:59951161-59972080:+	0.32	5.6	2.76E-8	Schizophrenia	
BRCA	cis	1	rs11149710	chr16:74472546	RFWD3	chr16:74655298-74700779:-	0.09	3.73	0.000198	Breast cancer	
BRCA	cis	1	rs111501284	chr10:96392063	C10orf129	chr10:96953957-96988685:+	0.34	5.4	8.04E-8	Blood metabolite levels	
BRCA	cis	1	rs11153170	chr6:109652528	PPIL6	chr6:109711419-109761990:-	0.26	4.32	1.74E-5	Hematological parameters	
BRCA	cis	1	rs111547017	chr6:43341689	ZNF318	chr6:43278872-43337181:-	0.19	3.94	8.67E-5	Schizophrenia	
BRCA	cis	1	rs111563630	chr7:123412203	HYAL4	chr7:123485223-123517529:+	0.29	4.11	4.29E-5	Platelet count	
BRCA	cis	1	rs11157696	chr14:50105746	RPL36AL	chr14:50085407-50087349:-	-0.17	-5.55	3.68E-8	Carotid intima media thickness	
BRCA	cis	1	rs11159086	chr14:74962275	TMEM90A	chr14:74872596-74892805:-	-0.16	-3.74	0.000197	Advanced glycation end-product levels	
BRCA	cis	1	rs111596617	chr6:26191678	HIST1H3E	chr6:26224427-26226589:+	0.35	6.81	1.61E-11	Renal underexcretion gout;Gout	
BRCA	cis	1	rs11164654	chr1:92968312	EVI5	chr1:92974255-93257961:-	-0.16	-4.38	1.28E-5	Cholesterol, total;LDL cholesterol	
BRCA	cis	1	rs1116547	chr5:112680337	YTHDC2	chr5:112849410-112930979:+	0.15	4.29	1.96E-5	Cerebral amyloid angiopathy	
BRCA	cis	1	rs11167260	chr20:33775200	PROCR	chr20:33758727-33765164:+	-0.26	-5.15	3.16E-7	Anticoagulant levels;D-dimer levels;Protein C levels;Factor VII levels;Hemostatic factors and hematological phenotypes	
BRCA	cis	1	rs11167515	chr5:150239471	LOC134466	chr5:150310000-150326146:-	0.34	7.81	1.35E-14	Crohn's disease	
BRCA	cis	1	rs11168618	chr12:48933233	TROAP	chr12:49716971-49725513:+	-0.06	-3.62	0.000314	Adiponectin levels	
BRCA	cis	1	rs111696803	chr9:100696636	C9orf156	chr9:100666772-100684852:-	-0.17	-4.62	4.26E-6	Quantitative traits	
BRCA	cis	1	rs11170737	chr12:54279604	LOC400043	chr12:54519855-54526619:+	-0.13	-3.46	0.000558	Biliary atresia	
BRCA	cis	1	rs11171803	chr12:56718422	COQ10A	chr12:56660642-56664748:+	-0.28	-3.89	0.000105	Psoriasis vulgaris	
BRCA	cis	1	rs11171803	chr12:56718422	RPS26	chr12:56435686-56438005:+	-0.3	-3.82	0.00014	Psoriasis vulgaris	
BRCA	cis	1	rs11171803	chr12:56718422	SLC39A5	chr12:56623820-56631627:+	-0.25	-3.67	0.000255	Psoriasis vulgaris	
BRCA	cis	1	rs11171806	chr12:56733531	COQ10A	chr12:56660642-56664748:+	0.29	4.02	6.24E-5	Psoriasis vulgaris	
BRCA	cis	1	rs11171806	chr12:56733531	SLC39A5	chr12:56623820-56631627:+	0.25	3.74	0.000197	Psoriasis vulgaris	
BRCA	cis	1	rs11171846	chr12:56828056	TIMELESS	chr12:56810157-56843200:-	-0.22	-5.36	1.03E-7	Immune reponse to smallpox (secreted IFN-alpha)	
BRCA	cis	1	rs11172333	chr12:58170335	B4GALNT1	chr12:58019551-58026985:-	0.13	3.72	0.000209	Multiple sclerosis	
BRCA	cis	1	rs11172333	chr12:58170335	FAM119B	chr12:58166383-58176323:+	0.43	10.65	3.16E-25	Multiple sclerosis	
BRCA	cis	1	rs11172333	chr12:58170335	TSFM	chr12:58176536-58191367:+	-0.35	-10.15	3.65E-23	Multiple sclerosis	
BRCA	cis	1	rs11172333	chr12:58170335	XRCC6BP1	chr12:58335445-58351051:+	-0.18	-5.08	4.42E-7	Multiple sclerosis	
BRCA	cis	1	rs11172335	chr12:58175201	B4GALNT1	chr12:58019551-58026985:-	0.12	3.51	0.00047	Multiple sclerosis	
BRCA	cis	1	rs11172335	chr12:58175201	FAM119B	chr12:58166383-58176323:+	0.43	10.52	1.07E-24	Multiple sclerosis	
BRCA	cis	1	rs11172335	chr12:58175201	TSFM	chr12:58176536-58191367:+	-0.36	-10.5	1.35E-24	Multiple sclerosis	
BRCA	cis	1	rs11172335	chr12:58175201	XRCC6BP1	chr12:58335445-58351051:+	-0.19	-5.11	3.78E-7	Multiple sclerosis	
BRCA	cis	1	rs11172342	chr12:58187758	B4GALNT1	chr12:58019551-58026985:-	0.12	3.49	0.000504	Multiple sclerosis	
BRCA	cis	1	rs11172342	chr12:58187758	FAM119B	chr12:58166383-58176323:+	0.43	10.52	1.09E-24	Multiple sclerosis	
BRCA	cis	1	rs11172342	chr12:58187758	TSFM	chr12:58176536-58191367:+	-0.36	-10.51	1.19E-24	Multiple sclerosis	
BRCA	cis	1	rs11172342	chr12:58187758	XRCC6BP1	chr12:58335445-58351051:+	-0.19	-5.1	3.94E-7	Multiple sclerosis	
BRCA	cis	1	rs11172343	chr12:58188157	B4GALNT1	chr12:58019551-58026985:-	0.12	3.49	0.000504	Multiple sclerosis	
BRCA	cis	1	rs11172343	chr12:58188157	FAM119B	chr12:58166383-58176323:+	0.43	10.52	1.09E-24	Multiple sclerosis	
BRCA	cis	1	rs11172343	chr12:58188157	TSFM	chr12:58176536-58191367:+	-0.36	-10.51	1.19E-24	Multiple sclerosis	
BRCA	cis	1	rs11172343	chr12:58188157	XRCC6BP1	chr12:58335445-58351051:+	-0.19	-5.1	3.94E-7	Multiple sclerosis	
BRCA	cis	1	rs11172344	chr12:58193448	B4GALNT1	chr12:58019551-58026985:-	0.12	3.63	0.000293	Multiple sclerosis	
BRCA	cis	1	rs11172344	chr12:58193448	FAM119B	chr12:58166383-58176323:+	0.43	11.04	6.59E-27	Multiple sclerosis	
BRCA	cis	1	rs11172344	chr12:58193448	TSFM	chr12:58176536-58191367:+	-0.34	-10.35	5.57E-24	Multiple sclerosis	
BRCA	cis	1	rs11172344	chr12:58193448	XRCC6BP1	chr12:58335445-58351051:+	-0.17	-4.96	8.29E-7	Multiple sclerosis	
BRCA	cis	1	rs11172349	chr12:58212528	FAM119B	chr12:58166383-58176323:+	0.42	10.14	3.77E-23	Multiple sclerosis	
BRCA	cis	1	rs11172349	chr12:58212528	TSFM	chr12:58176536-58191367:+	-0.35	-10.31	7.72E-24	Multiple sclerosis	
BRCA	cis	1	rs11172349	chr12:58212528	XRCC6BP1	chr12:58335445-58351051:+	-0.19	-5.28	1.55E-7	Multiple sclerosis	
BRCA	cis	1	rs1117367	chr15:76872330	SCAPER	chr15:76640529-77197744:-	-0.18	-6.41	2.22E-10	Blood metabolite levels	
BRCA	cis	1	rs11174399	chr12:62646556	FAM19A2	chr12:62102043-62653925:-	0.16	3.62	0.000312	Pyoderma gangrenosum in inflammatory bowel disease	
BRCA	cis	1	rs11174409	chr12:62669178	FAM19A2	chr12:62102043-62653925:-	0.17	3.79	0.000158	Pyoderma gangrenosum in inflammatory bowel disease	
BRCA	cis	1	rs11174410	chr12:62671564	FAM19A2	chr12:62102043-62653925:-	0.17	3.78	0.000168	Pyoderma gangrenosum in inflammatory bowel disease	
BRCA	cis	1	rs11174436	chr12:62743348	FAM19A2	chr12:62102043-62653925:-	0.18	3.88	0.000113	Pyoderma gangrenosum in inflammatory bowel disease	
BRCA	cis	1	rs11174437	chr12:62744626	FAM19A2	chr12:62102043-62653925:-	0.18	3.88	0.000113	Pyoderma gangrenosum in inflammatory bowel disease	
BRCA	cis	1	rs11174458	chr12:62788098	FAM19A2	chr12:62102043-62653925:-	0.17	3.66	0.000262	Pyoderma gangrenosum in inflammatory bowel disease	
BRCA	cis	1	rs11175967	chr12:66321344	LLPH	chr12:66516850-66563807:-	0.15	3.81	0.000144	Primary tooth development (time to first tooth eruption);Primary tooth development (number of teeth)	
BRCA	cis	1	rs111773762	chr5:56269336	MAP3K1	chr5:56110900-56191976:+	-0.25	-4.23	2.59E-5	Breast cancer (early onset)	
BRCA	cis	1	rs111803315	chr14:59965293	C14orf149	chr14:59939406-59951126:-	-0.24	-3.49	0.000507	Schizophrenia	
BRCA	cis	1	rs111803315	chr14:59965293	JKAMP	chr14:59951161-59972080:+	0.33	5.73	1.28E-8	Schizophrenia	
BRCA	cis	1	rs11185056	chr1:107578610	PRMT6	chr1:107599267-107601907:+	0.22	4.06	5.23E-5	AIDS	
BRCA	cis	1	rs11185057	chr1:107596964	NTNG1	chr1:107682629-108024471:+	0.17	3.74	0.000197	AIDS	
BRCA	cis	1	rs11185057	chr1:107596964	PRMT6	chr1:107599267-107601907:+	0.23	4.61	4.53E-6	AIDS	
BRCA	cis	1	rs11185058	chr1:107603269	PRMT6	chr1:107599267-107601907:+	0.18	3.74	0.000193	AIDS	
BRCA	cis	1	rs11185773	chr10:91349331	FLJ37201	chr10:91451057-91457685:-	-0.2	-4.32	1.7E-5	Metabolic traits	
BRCA	cis	1	rs11185780	chr10:91363624	FLJ37201	chr10:91451057-91457685:-	0.21	4.49	7.79E-6	Metabolic traits	
BRCA	cis	1	rs11185790	chr10:91372533	FLJ37201	chr10:91451057-91457685:-	0.16	3.55	0.000398	Metabolic traits	
BRCA	cis	1	rs11185792	chr10:91374967	FLJ37201	chr10:91451057-91457685:-	-0.17	-3.73	0.0002	Metabolic traits	
BRCA	cis	1	rs11185793	chr10:91375224	FLJ37201	chr10:91451057-91457685:-	-0.17	-3.76	0.000178	Metabolic traits	
