cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
PCPG	cis	1	rs1001530	chr5:176985515	HK3	chr5:176307871-176326333:-	-0.54	-4.29	3.16E-5	Alzheimer disease and age of onset	
PCPG	cis	1	rs2362450	chr3:48461313	TREX1	chr3:48501186-48509043:+	-0.26	-4.02	9.1E-5	Longevity	
PCPG	cis	1	rs2362452	chr3:48418214	TREX1	chr3:48501186-48509043:+	0.28	4.31	2.85E-5	Longevity	
PCPG	cis	1	rs2363731	chr2:88521793	THNSL2	chr2:88469835-88486145:+	-0.81	-5.21	6.11E-7	Plasma clusterin levels	
PCPG	cis	1	rs2370578	chr3:134199612	ANAPC13	chr3:134196547-134204865:-	0.33	4.49	1.36E-5	Height	
PCPG	cis	1	rs2370641	chr3:134222161	ANAPC13	chr3:134196547-134204865:-	0.35	4.85	2.98E-6	Height	
PCPG	cis	1	rs2370642	chr3:134222136	ANAPC13	chr3:134196547-134204865:-	0.36	4.91	2.3E-6	Height	
PCPG	cis	1	rs2371244	chr7:143757611	ARHGEF35	chr7:143883677-143892736:-	-0.35	-4.08	7.09E-5	Obesity-related traits	
PCPG	cis	1	rs2371247	chr7:143764179	ARHGEF35	chr7:143883677-143892736:-	-0.36	-4.19	4.64E-5	Obesity-related traits	
PCPG	cis	1	rs2371248	chr7:143764189	ARHGEF35	chr7:143883677-143892736:-	-0.36	-4.19	4.64E-5	Obesity-related traits	
PCPG	cis	1	rs2371623	chr3:41761083	ULK4	chr3:41288091-42003660:-	0.72	10.19	5.75E-19	Diastolic blood pressure	
PCPG	cis	1	rs2371627	chr3:41839219	ULK4	chr3:41288091-42003660:-	0.74	10.74	1.98E-20	Diastolic blood pressure	
PCPG	cis	1	rs2373865	chr3:134291556	ANAPC13	chr3:134196547-134204865:-	-0.36	-4.86	2.85E-6	Height	
PCPG	cis	1	rs2387880	chr20:25377787	ENTPD6	chr20:25176339-25207360:+	0.33	4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2387880	chr20:25377787	FAM182A	chr20:26035250-26067552:+	0.51	6.21	4.83E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2387881	chr20:25378172	ENTPD6	chr20:25176339-25207360:+	0.34	4.29	3.16E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2387881	chr20:25378172	FAM182A	chr20:26035250-26067552:+	0.46	5.53	1.37E-7	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2387884	chr20:25379069	ENTPD6	chr20:25176339-25207360:+	0.33	4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2387884	chr20:25379069	FAM182A	chr20:26035250-26067552:+	0.51	6.21	4.83E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2390847	chr7:23911701	C7orf46	chr7:23719749-23742268:+	0.44	5.59	9.95E-8	Schizophrenia	
PCPG	cis	1	rs2391160	chr1:92992797	EVI5	chr1:92974255-93257961:-	-0.29	-4.03	8.73E-5	Cholesterol, total	
PCPG	cis	1	rs2414060	chr15:50873262	SPPL2A	chr15:50999739-51057910:-	0.35	5.23	5.52E-7	QT interval	
PCPG	cis	1	rs2414884	chr15:66075872	DPP8	chr15:65737999-65810035:-	-0.19	-4.65	7.18E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs2414885	chr15:66034624	DPP8	chr15:65737999-65810035:-	-0.19	-4.71	5.48E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs2421016	chr10:124167512	PLEKHA1	chr10:124134220-124191866:+	-0.3	-4.39	2.09E-5	Height	
PCPG	cis	1	rs2421017	chr10:124148167	PLEKHA1	chr10:124134220-124191866:+	-0.34	-4.73	4.95E-6	Height	
PCPG	cis	1	rs2421021	chr10:124157046	PLEKHA1	chr10:124134220-124191866:+	-0.32	-4.47	1.53E-5	Height	
PCPG	cis	1	rs2421555	chr2:73816955	ALMS1P	chr2:73872046-73912692:+	0.59	5.92	1.99E-8	Metabolite levels	
PCPG	cis	1	rs242271	chr6:88082029	C6orf162	chr6:88032306-88052043:+	-0.47	-5.3	3.97E-7	Depressive episodes in bipolar disorder	
PCPG	cis	1	rs2424700	chr20:25266513	ENTPD6	chr20:25176339-25207360:+	-0.34	-4.28	3.33E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2424700	chr20:25266513	FAM182A	chr20:26035250-26067552:+	-0.48	-5.96	1.62E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2424704	chr20:25273929	ENTPD6	chr20:25176339-25207360:+	-0.34	-4.28	3.29E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2424704	chr20:25273929	FAM182A	chr20:26035250-26067552:+	-0.48	-5.97	1.6E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2424710	chr20:25283886	ENTPD6	chr20:25176339-25207360:+	-0.34	-4.17	5.0E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2424710	chr20:25283886	FAM182A	chr20:26035250-26067552:+	-0.5	-5.93	1.88E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2424712	chr20:25416942	ENTPD6	chr20:25176339-25207360:+	-0.33	-4.07	7.45E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2424712	chr20:25416942	FAM182A	chr20:26035250-26067552:+	-0.51	-6.2	4.85E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2424713	chr20:25418482	ENTPD6	chr20:25176339-25207360:+	-0.37	-4.45	1.65E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2424713	chr20:25418482	FAM182A	chr20:26035250-26067552:+	-0.52	-6.21	4.82E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2424716	chr20:25423538	ENTPD6	chr20:25176339-25207360:+	-0.34	-4.32	2.81E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2424716	chr20:25423538	FAM182A	chr20:26035250-26067552:+	-0.46	-5.57	1.09E-7	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2425065	chr20:33926268	CPNE1	chr20:34213968-34262539:-	-0.3	-4.21	4.39E-5	Height	
PCPG	cis	1	rs2425065	chr20:33926268	UQCC	chr20:33890383-33999833:-	-0.42	-5.41	2.42E-7	Height	
PCPG	cis	1	rs2425066	chr20:33927006	CPNE1	chr20:34213968-34262539:-	-0.3	-4.21	4.31E-5	Height	
PCPG	cis	1	rs2425066	chr20:33927006	UQCC	chr20:33890383-33999833:-	-0.42	-5.42	2.23E-7	Height	
PCPG	cis	1	rs2432195	chr5:56120413	C5orf35	chr5:56205103-56213010:+	0.94	9.22	2.15E-16	Type 2 diabetes	
PCPG	cis	1	rs2447196	chr15:43893818	ADAL	chr15:43622872-43646094:+	0.53	5.27	4.61E-7	Tumor biomarkers	
PCPG	cis	1	rs2447208	chr15:43933895	ADAL	chr15:43622872-43646094:+	-0.51	-5.03	1.37E-6	Tumor biomarkers	
PCPG	cis	1	rs2447211	chr15:43936351	ADAL	chr15:43622872-43646094:+	-0.51	-5	1.57E-6	Tumor biomarkers	
PCPG	cis	1	rs2456009	chr15:65840082	DPP8	chr15:65737999-65810035:-	0.17	4.06	7.82E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs2463505	chr5:9357056	CCT5	chr5:10250282-10266500:+	-0.8	-4.24	3.9E-5	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	
PCPG	cis	1	rs246454	chr5:96123264	ERAP1	chr5:96096515-96149837:-	-0.33	-5	1.54E-6	Ankylosing spondylitis	
PCPG	cis	1	rs246454	chr5:96123264	ERAP2	chr5:96211644-96255398:+	0.42	4.24	3.89E-5	Ankylosing spondylitis	
PCPG	cis	1	rs2470134	chr15:43849886	ADAL	chr15:43622872-43646094:+	0.54	5.19	6.63E-7	Tumor biomarkers	
PCPG	cis	1	rs2474777	chr20:25272633	FAM182A	chr20:26035250-26067552:+	-0.39	-4.74	4.89E-6	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482911	chr20:25395528	ENTPD6	chr20:25176339-25207360:+	0.35	4.21	4.28E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482911	chr20:25395528	FAM182A	chr20:26035250-26067552:+	0.49	5.79	3.8E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482919	chr20:25299756	ENTPD6	chr20:25176339-25207360:+	0.34	4.14	5.64E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482919	chr20:25299756	FAM182A	chr20:26035250-26067552:+	0.55	6.56	7.68E-10	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482927	chr20:25327151	ENTPD6	chr20:25176339-25207360:+	0.33	4.03	8.64E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482927	chr20:25327151	FAM182A	chr20:26035250-26067552:+	0.55	6.71	3.44E-10	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482928	chr20:25331530	ENTPD6	chr20:25176339-25207360:+	0.33	4.1	6.79E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482928	chr20:25331530	FAM182A	chr20:26035250-26067552:+	0.51	6.06	1.0E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482930	chr20:25334115	ENTPD6	chr20:25176339-25207360:+	0.34	4.2	4.44E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482930	chr20:25334115	FAM182A	chr20:26035250-26067552:+	0.5	5.92	2.06E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482931	chr20:25334445	ENTPD6	chr20:25176339-25207360:+	0.34	4.14	5.64E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482931	chr20:25334445	FAM182A	chr20:26035250-26067552:+	0.55	6.56	7.68E-10	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482937	chr20:25340786	ENTPD6	chr20:25176339-25207360:+	0.33	4.1	6.79E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482937	chr20:25340786	FAM182A	chr20:26035250-26067552:+	0.51	6.06	1.0E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482940	chr20:25349830	ENTPD6	chr20:25176339-25207360:+	0.33	4.03	8.64E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482940	chr20:25349830	FAM182A	chr20:26035250-26067552:+	0.55	6.71	3.44E-10	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482941	chr20:25361216	ENTPD6	chr20:25176339-25207360:+	0.34	4.14	5.64E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482941	chr20:25361216	FAM182A	chr20:26035250-26067552:+	0.55	6.56	7.68E-10	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482943	chr20:25380593	ENTPD6	chr20:25176339-25207360:+	0.37	4.39	2.09E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2482943	chr20:25380593	FAM182A	chr20:26035250-26067552:+	0.52	6.11	7.81E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2486447	chr1:46545724	CCDC163P	chr1:45960581-45965646:-	-0.4	-5.68	6.69E-8	Body mass index	
PCPG	cis	1	rs2500404	chr20:25359758	ENTPD6	chr20:25176339-25207360:+	0.34	4.14	5.64E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500404	chr20:25359758	FAM182A	chr20:26035250-26067552:+	0.55	6.56	7.68E-10	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500405	chr20:25360826	ENTPD6	chr20:25176339-25207360:+	0.34	4.14	5.64E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500405	chr20:25360826	FAM182A	chr20:26035250-26067552:+	0.55	6.56	7.68E-10	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500418	chr20:25382268	ENTPD6	chr20:25176339-25207360:+	0.35	4.16	5.22E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500418	chr20:25382268	FAM182A	chr20:26035250-26067552:+	0.54	6.44	1.47E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500424	chr20:25391969	ENTPD6	chr20:25176339-25207360:+	0.35	4.16	5.22E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500424	chr20:25391969	FAM182A	chr20:26035250-26067552:+	0.54	6.44	1.47E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500432	chr20:25290512	ENTPD6	chr20:25176339-25207360:+	-0.33	-4.09	6.8E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500432	chr20:25290512	FAM182A	chr20:26035250-26067552:+	-0.49	-5.82	3.35E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500436	chr20:25406366	ENTPD6	chr20:25176339-25207360:+	0.37	4.52	1.22E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500436	chr20:25406366	FAM182A	chr20:26035250-26067552:+	0.47	5.51	1.49E-7	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500443	chr20:25331442	ENTPD6	chr20:25176339-25207360:+	0.33	4.1	6.79E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500443	chr20:25331442	FAM182A	chr20:26035250-26067552:+	0.51	6.06	1.0E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500446	chr20:25339664	ENTPD6	chr20:25176339-25207360:+	0.33	4.1	6.79E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500446	chr20:25339664	FAM182A	chr20:26035250-26067552:+	0.51	6.06	1.0E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500448	chr20:25404027	ENTPD6	chr20:25176339-25207360:+	0.35	4.16	5.22E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2500448	chr20:25404027	FAM182A	chr20:26035250-26067552:+	0.54	6.44	1.47E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2502610	chr6:158524591	SERAC1	chr6:158530536-158589312:-	-0.57	-4.41	1.93E-5	Smoking quantity	
PCPG	cis	1	rs2510340	chr18:21142438	NPC1	chr18:21108363-21166581:-	0.3	4.61	8.31E-6	Body mass index	
PCPG	cis	1	rs2524005	chr6:29899677	HCG4	chr6:29758809-29760850:-	-0.6	-5.71	5.6E-8	Bipolar disorder and schizophrenia	
PCPG	cis	1	rs2524005	chr6:29899677	ZFP57	chr6:29640171-29648887:-	0.54	4.85	2.93E-6	Bipolar disorder and schizophrenia	
PCPG	cis	1	rs252887	chr5:56166188	C5orf35	chr5:56205103-56213010:+	1.09	10.42	1.43E-19	Type 2 diabetes	
PCPG	cis	1	rs252898	chr5:56188931	C5orf35	chr5:56205103-56213010:+	1.05	10.6	4.57E-20	Type 2 diabetes	
PCPG	cis	1	rs252902	chr5:56116085	C5orf35	chr5:56205103-56213010:+	1.02	9.83	5.15E-18	Type 2 diabetes	
PCPG	cis	1	rs252904	chr5:56118733	C5orf35	chr5:56205103-56213010:+	0.94	8.48	1.71E-14	Type 2 diabetes	
PCPG	cis	1	rs252909	chr5:56121131	C5orf35	chr5:56205103-56213010:+	0.97	9.01	7.58E-16	Type 2 diabetes	
PCPG	cis	1	rs252910	chr5:56192983	C5orf35	chr5:56205103-56213010:+	1.1	10.64	3.71E-20	Type 2 diabetes	
PCPG	cis	1	rs252915	chr5:56121754	C5orf35	chr5:56205103-56213010:+	-0.99	-9.3	1.34E-16	Type 2 diabetes	
PCPG	cis	1	rs252916	chr5:56121788	C5orf35	chr5:56205103-56213010:+	0.94	9.22	2.15E-16	Type 2 diabetes	
PCPG	cis	1	rs252919	chr5:56124111	C5orf35	chr5:56205103-56213010:+	0.93	8.07	1.91E-13	Type 2 diabetes	
PCPG	cis	1	rs252921	chr5:56137787	C5orf35	chr5:56205103-56213010:+	1.01	10	1.83E-18	Type 2 diabetes	
PCPG	cis	1	rs252922	chr5:56136343	C5orf35	chr5:56205103-56213010:+	0.99	9.65	1.55E-17	Type 2 diabetes	
PCPG	cis	1	rs2540173	chr1:156188214	ETV3	chr1:157094459-157108383:-	-0.18	-4.12	6.13E-5	Testicular germ cell tumor	
PCPG	cis	1	rs2548664	chr5:56133555	C5orf35	chr5:56205103-56213010:+	1.03	9.49	4.08E-17	Type 2 diabetes	
PCPG	cis	1	rs2548665	chr5:56131805	C5orf35	chr5:56205103-56213010:+	1.03	9.49	4.08E-17	Type 2 diabetes	
PCPG	cis	1	rs2614811	chr15:43913487	ADAL	chr15:43622872-43646094:+	-0.5	-4.74	4.75E-6	Tumor biomarkers	
PCPG	cis	1	rs2625667	chr3:41900951	ULK4	chr3:41288091-42003660:-	0.79	11.24	8.88E-22	Diastolic blood pressure	
PCPG	cis	1	rs2625668	chr3:41905930	ULK4	chr3:41288091-42003660:-	0.76	10.86	9.25E-21	Diastolic blood pressure	
PCPG	cis	1	rs2630	chr15:50849399	SPPL2A	chr15:50999739-51057910:-	0.36	5.21	6.09E-7	QT interval	
PCPG	cis	1	rs2638953	chr12:28534415	CCDC91	chr12:28332210-28703098:+	-0.36	-4.37	2.23E-5	Height	
PCPG	cis	1	rs26510	chr5:96125910	ERAP1	chr5:96096515-96149837:-	-0.33	-5	1.54E-6	Ankylosing spondylitis	
PCPG	cis	1	rs26510	chr5:96125910	ERAP2	chr5:96211644-96255398:+	0.42	4.24	3.89E-5	Ankylosing spondylitis	
PCPG	cis	1	rs2683695	chr3:41914928	ULK4	chr3:41288091-42003660:-	0.77	11.12	1.81E-21	Diastolic blood pressure	
PCPG	cis	1	rs2683696	chr3:41914898	ULK4	chr3:41288091-42003660:-	0.77	11.04	2.98E-21	Diastolic blood pressure	
PCPG	cis	1	rs26965	chr5:112739017	SRP19	chr5:112196993-112228774:+	0.44	4.13	5.89E-5	F-cell distribution	
PCPG	cis	1	rs2705520	chr3:112269287	C3orf17	chr3:112721294-112738555:-	0.31	4.49	1.42E-5	Asthma (childhood onset)	
PCPG	cis	1	rs2727099	chr15:66063428	DPP8	chr15:65737999-65810035:-	-0.19	-4.65	7.18E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs2734839	chr11:113286490	TTC12	chr11:113185251-113244016:+	-0.44	-5.47	1.77E-7	Information processing speed	
PCPG	cis	1	rs2736345	chr8:11352485	TDH	chr8:11197146-11225961:+	0.37	4.04	8.46E-5	Systemic lupus erythematosus	
PCPG	cis	1	rs27529	chr5:96126308	ERAP1	chr5:96096515-96149837:-	-0.31	-4.68	6.19E-6	Ankylosing spondylitis	
PCPG	cis	1	rs27529	chr5:96126308	ERAP2	chr5:96211644-96255398:+	0.42	4.26	3.57E-5	Ankylosing spondylitis	
PCPG	cis	1	rs27710	chr5:96126197	ERAP1	chr5:96096515-96149837:-	0.31	4.73	4.96E-6	Ankylosing spondylitis	
PCPG	cis	1	rs27710	chr5:96126197	ERAP2	chr5:96211644-96255398:+	-0.42	-4.22	4.12E-5	Ankylosing spondylitis	
PCPG	cis	1	rs2799077	chr6:28234597	ZNF187	chr6:28234788-28245978:+	-0.32	-4.39	2.1E-5	Depression	
PCPG	cis	1	rs2799079	chr6:28235176	ZNF187	chr6:28234788-28245978:+	-0.32	-4.52	1.2E-5	Depression	
PCPG	cis	1	rs2812972	chr6:86669880	SNHG5	chr6:86386726-86388451:-	-0.47	-6.12	7.36E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs2816815	chr6:86691656	SNHG5	chr6:86386726-86388451:-	-0.48	-6.28	3.23E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs2816821	chr6:86657084	SNHG5	chr6:86386726-86388451:-	-0.47	-6.12	7.36E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs282802	chr15:80072820	MTHFS	chr15:80137320-80189370:-	0.37	4.73	5.05E-6	Disease-free survival in breast cancer	
PCPG	cis	1	rs282804	chr15:80071108	MTHFS	chr15:80137320-80189370:-	-0.38	-4.77	4.15E-6	Disease-free survival in breast cancer	
PCPG	cis	1	rs2834204	chr21:34737098	IFNGR2	chr21:34775202-34809827:+	-0.45	-5.36	3.04E-7	Cognitive decline (age-related)	
PCPG	cis	1	rs2835607	chr21:38491973	PIGP	chr21:38437664-38445458:-	-0.4	-4.5	1.34E-5	Eye color traits	
PCPG	cis	1	rs2835608	chr21:38493455	PIGP	chr21:38437664-38445458:-	-0.38	-4.28	3.3E-5	Eye color traits	
PCPG	cis	1	rs28360661	chr21:40681972	PSMG1	chr21:40547390-40555440:-	-0.36	-4.44	1.72E-5	Cognitive function	
PCPG	cis	1	rs2836974	chr21:40663181	PSMG1	chr21:40547390-40555440:-	0.32	4.04	8.37E-5	Cognitive function	
PCPG	cis	1	rs2838009	chr21:42694284	FAM3B	chr21:42676177-42729654:+	-0.56	-6.1	8.25E-9	Elevated serum carcinoembryonic antigen levels;Tumor biomarkers	
PCPG	cis	1	rs28380602	chr15:24778146	PWRN1	chr15:24778839-24832924:+	0.45	5.64	7.99E-8	Plasma omega-3 polyunsaturated fatty acid levels (docosahexaenoic acid)	
PCPG	cis	1	rs2839181	chr21:47685939	C21orf57	chr21:47706267-47717664:+	-0.52	-7.38	9.36E-12	Testicular germ cell tumor	
PCPG	cis	1	rs2839186	chr21:47690068	C21orf57	chr21:47706267-47717664:+	-0.58	-8.38	3.11E-14	Testicular germ cell tumor	
PCPG	cis	1	rs28409322	chr3:134252385	ANAPC13	chr3:134196547-134204865:-	-0.36	-4.95	1.97E-6	Height	
PCPG	cis	1	rs28416696	chr2:54484326	C2orf73	chr2:54558071-54588714:+	0.58	4.43	1.81E-5	Telomere length	
PCPG	cis	1	rs28437878	chr15:78807872	CHRNA5	chr15:78857906-78886458:+	0.37	4.66	6.89E-6	Post bronchodilator FEV1;Post bronchodilator FEV1/FVC ratio	
PCPG	cis	1	rs28444423	chr15:65982141	DPP8	chr15:65737999-65810035:-	-0.19	-4.71	5.38E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs28485881	chr17:80690014	FN3KRP	chr17:80674582-80685889:+	-0.51	-5.09	1.03E-6	Glycated hemoglobin levels	
PCPG	cis	1	rs28494067	chr15:50908272	SPPL2A	chr15:50999739-51057910:-	0.34	4.88	2.6E-6	QT interval	
PCPG	cis	1	rs28510818	chr5:176982662	HK3	chr5:176307871-176326333:-	-0.58	-4.56	1.06E-5	Alzheimer disease and age of onset	
PCPG	cis	1	rs28556680	chr15:66023799	DPP8	chr15:65737999-65810035:-	-0.19	-4.69	5.86E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs2856	chr20:25433536	ENTPD6	chr20:25176339-25207360:+	-0.33	-4.07	7.45E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2856	chr20:25433536	FAM182A	chr20:26035250-26067552:+	-0.51	-6.2	4.85E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs2862961	chr11:43656535	HSD17B12	chr11:43702143-43878160:+	0.39	4.53	1.19E-5	Forced vital capacity	
PCPG	cis	1	rs2862963	chr11:43640115	HSD17B12	chr11:43702143-43878160:+	0.45	5.55	1.24E-7	Forced vital capacity	
PCPG	cis	1	rs2862996	chr11:43653833	HSD17B12	chr11:43702143-43878160:+	-0.44	-5.41	2.32E-7	Forced vital capacity	
PCPG	cis	1	rs28640237	chr15:66070962	DPP8	chr15:65737999-65810035:-	-0.19	-4.65	7.1E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs28661978	chr3:156579739	LEKR1	chr3:156544076-156763918:+	-0.48	-4.3	3.02E-5	Bone mineral density	
PCPG	cis	1	rs28702390	chr3:41889920	ULK4	chr3:41288091-42003660:-	0.71	8.51	1.45E-14	Diastolic blood pressure	
PCPG	cis	1	rs28718130	chr15:50909489	SPPL2A	chr15:50999739-51057910:-	0.34	4.88	2.6E-6	QT interval	
PCPG	cis	1	rs28733681	chr3:41863444	ULK4	chr3:41288091-42003660:-	0.8	10.56	6.05E-20	Diastolic blood pressure	
PCPG	cis	1	rs2874490	chr3:156635513	LEKR1	chr3:156544076-156763918:+	-0.5	-4.67	6.41E-6	Bone mineral density	
PCPG	cis	1	rs2874491	chr3:156649111	LEKR1	chr3:156544076-156763918:+	-0.55	-5.18	6.88E-7	Bone mineral density	
PCPG	cis	1	rs28755797	chr3:41774446	ULK4	chr3:41288091-42003660:-	0.61	7.22	2.24E-11	Diastolic blood pressure	
PCPG	cis	1	rs2881040	chr6:112114308	FYN	chr6:111982487-112194627:-	-0.35	-4.45	1.62E-5	Anger	
PCPG	cis	1	rs28817917	chr15:50965846	SPPL2A	chr15:50999739-51057910:-	0.33	4.84	3.07E-6	QT interval	
PCPG	cis	1	rs28824259	chr3:48425675	TREX1	chr3:48501186-48509043:+	-0.28	-4.12	6.11E-5	Longevity	
PCPG	cis	1	rs2885510	chr3:48418226	TREX1	chr3:48501186-48509043:+	0.29	4.26	3.55E-5	Longevity	
PCPG	cis	1	rs2887797	chr3:134202506	ANAPC13	chr3:134196547-134204865:-	0.35	4.66	6.83E-6	Height	
PCPG	cis	1	rs2899462	chr15:50939254	SPPL2A	chr15:50999739-51057910:-	0.3	4.27	3.35E-5	QT interval	
PCPG	cis	1	rs2901438	chr2:73665656	ALMS1P	chr2:73872046-73912692:+	0.6	5.98	1.5E-8	Metabolite levels	
PCPG	cis	1	rs2920293	chr8:143765414	LY6K	chr8:143781529-143785582:+	0.34	4.02	9.15E-5	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
PCPG	cis	1	rs2920781	chr15:43924682	ADAL	chr15:43622872-43646094:+	-0.51	-4.93	2.07E-6	Tumor biomarkers	
PCPG	cis	1	rs2927072	chr15:43922398	ADAL	chr15:43622872-43646094:+	-0.51	-4.93	2.07E-6	Tumor biomarkers	
PCPG	cis	1	rs2935183	chr17:45607572	C17orf57	chr17:45401142-45518675:+	-0.4	-4.6	8.63E-6	Multiple sclerosis or amyotrophic lateral sclerosis	
PCPG	cis	1	rs2951353	chr7:143761116	ARHGEF35	chr7:143883677-143892736:-	-0.36	-4.19	4.64E-5	Obesity-related traits	
PCPG	cis	1	rs2951354	chr7:143761001	ARHGEF35	chr7:143883677-143892736:-	-0.36	-4.19	4.64E-5	Obesity-related traits	
PCPG	cis	1	rs2951360	chr7:143757349	ARHGEF35	chr7:143883677-143892736:-	-0.36	-4.15	5.39E-5	Obesity-related traits	
PCPG	cis	1	rs2961117	chr7:143755253	ARHGEF35	chr7:143883677-143892736:-	-0.35	-4.24	3.88E-5	Obesity-related traits	
PCPG	cis	1	rs2961120	chr7:143756585	ARHGEF35	chr7:143883677-143892736:-	-0.35	-4.04	8.32E-5	Obesity-related traits	
PCPG	cis	1	rs2961125	chr7:143761770	ARHGEF35	chr7:143883677-143892736:-	-0.36	-4.19	4.64E-5	Obesity-related traits	
PCPG	cis	1	rs2961126	chr7:143762736	ARHGEF35	chr7:143883677-143892736:-	-0.36	-4.19	4.64E-5	Obesity-related traits	
PCPG	cis	1	rs2961128	chr7:143763483	ARHGEF35	chr7:143883677-143892736:-	-0.36	-4.19	4.64E-5	Obesity-related traits	
